front_rim_distance,sensor_height,diameter,ddr,dp,cr,negative_points
15.0,1.0,8.0,0.31000000000000005,0.0,0.0,0.0
15.0,1.0,8.0,0.32000000000000006,0.0,0.0,0.0
15.0,1.0,8.0,0.33,0.0,0.0,0.0
15.0,1.0,8.0,0.34,0.0,0.0,0.0
15.0,1.0,8.0,0.35000000000000003,0.0,0.0,0.0
15.0,1.0,8.0,0.36000000000000004,0.0,0.0,0.0
15.0,1.0,8.0,0.37000000000000005,0.0,0.0,0.0
15.0,1.0,8.0,0.38000000000000006,0.0,0.0,0.0
15.0,1.0,8.0,0.39000000000000007,0.0,0.0,0.0
15.0,1.0,8.0,0.4000000000000001,0.0,0.0,0.0
15.0,1.0,8.0,0.4100000000000001,0.0,0.0,0.0
15.0,1.0,8.0,0.42000000000000004,0.0,0.0,0.0
15.0,1.0,8.0,0.43000000000000005,0.0,0.0,0.0
15.0,1.0,8.0,0.44000000000000006,0.0,0.0,0.0
15.0,1.0,8.0,0.45000000000000007,0.0,0.0,0.0
15.0,1.0,8.0,0.4600000000000001,0.0,0.0,0.0
15.0,1.0,8.0,0.4700000000000001,0.0,0.0,0.0
15.0,1.0,8.0,0.4800000000000001,0.0,0.0,0.0
15.0,1.0,8.0,0.49000000000000005,0.0,0.0,0.0
15.0,1.0,8.0,0.5000000000000001,0.0,0.0,0.0
15.0,1.0,10.0,0.05,0.0,0.0,0.0
15.0,1.0,10.0,0.060000000000000005,0.0,0.0,0.0
15.0,1.0,10.0,0.07,0.0,0.0,0.0
15.0,1.0,10.0,0.08000000000000002,0.0,0.0,0.0
15.0,1.0,10.0,0.09000000000000001,0.0,0.0,0.0
15.0,1.0,10.0,0.1,0.0,0.0,0.0
15.0,1.0,10.0,0.11000000000000001,0.0,0.0,0.3
15.0,1.0,10.0,0.12000000000000001,0.0,0.0,1.5
15.0,1.0,10.0,0.13,0.2,0.18238701882968172,3.2
15.0,1.0,10.0,0.14,0.9,0.35085202166000035,4.1
15.0,1.0,10.0,0.15000000000000002,1.0,0.7485258481036245,4.7
15.0,1.0,10.0,0.16000000000000003,1.0,0.6729269501371451,5.2
15.0,1.0,10.0,0.17000000000000004,1.0,0.6841332022995602,5.0
15.0,1.0,10.0,0.18000000000000005,1.0,0.6844791590482568,5.7
15.0,1.0,10.0,0.19,1.0,0.7913907169596059,6.0
15.0,1.0,10.0,0.2,1.0,0.7031827192073725,6.5
15.0,1.0,10.0,0.21000000000000002,1.0,0.7661131535417034,6.6
15.0,1.0,10.0,0.22000000000000003,1.0,0.6816642756535655,6.9
15.0,1.0,10.0,0.23000000000000004,1.0,0.7029493410325796,7.0
15.0,1.0,10.0,0.24000000000000005,1.0,0.7243866485495918,7.0
15.0,1.0,10.0,0.25000000000000006,1.0,0.6500127878422343,7.0
15.0,1.0,10.0,0.26000000000000006,1.0,0.7426762262939746,7.0
15.0,1.0,10.0,0.27,1.0,0.751976009800835,7.0
15.0,1.0,10.0,0.28,1.0,0.738588725462437,7.0
15.0,1.0,10.0,0.29000000000000004,1.0,0.7520956435469486,7.0
15.0,1.0,10.0,0.30000000000000004,1.0,0.7192821603091939,7.0
15.0,1.0,10.0,0.31000000000000005,1.0,0.7174357976208312,7.0
15.0,1.0,10.0,0.32000000000000006,1.0,0.7319492827438754,7.3
15.0,1.0,10.0,0.33,1.0,0.7836150924173904,7.6
15.0,1.0,10.0,0.34,1.0,0.7187637263182121,7.2
15.0,1.0,10.0,0.35000000000000003,1.0,0.7594044978314501,7.8
15.0,1.0,10.0,0.36000000000000004,1.0,0.7071732121291026,7.7
15.0,1.0,10.0,0.37000000000000005,1.0,0.7446750997101705,7.8
15.0,1.0,10.0,0.38000000000000006,1.0,0.7924506319363331,7.7
15.0,1.0,10.0,0.39000000000000007,1.0,0.7580489058292561,8.3
15.0,1.0,10.0,0.4000000000000001,1.0,0.8012771652410529,8.2
15.0,1.0,10.0,0.4100000000000001,1.0,0.7710357154091326,8.7
15.0,1.0,10.0,0.42000000000000004,1.0,0.74868987892142,8.3
15.0,1.0,10.0,0.43000000000000005,1.0,0.769643017516833,8.5
15.0,1.0,10.0,0.44000000000000006,1.0,0.7522552483906971,8.4
15.0,1.0,10.0,0.45000000000000007,1.0,0.77535540528261,8.5
15.0,1.0,10.0,0.4600000000000001,1.0,0.7263523692026052,8.6
15.0,1.0,10.0,0.4700000000000001,1.0,0.753943085902105,8.6
15.0,1.0,10.0,0.4800000000000001,1.0,0.7374687100638403,8.9
15.0,1.0,10.0,0.49000000000000005,1.0,0.7025524629863117,8.6
15.0,1.0,10.0,0.5000000000000001,1.0,0.7470902464366957,8.7
