front_rim_distance,sensor_height,diameter,ddr,dp,cr,negative_points
10.0,1.0,8.0,0.17000000000000004,1.0,0.4370621778756484,33.4
10.0,1.0,8.0,0.18000000000000005,1.0,0.4452607556507367,34.0
10.0,1.0,8.0,0.19,1.0,0.4564828629850119,34.0
10.0,1.0,8.0,0.2,1.0,0.4690401306598022,34.0
10.0,1.0,8.0,0.21000000000000002,1.0,0.47956256075921705,34.0
10.0,1.0,8.0,0.22000000000000003,1.0,0.4943970596315066,34.0
10.0,1.0,8.0,0.23000000000000004,1.0,0.5041876843890739,34.0
10.0,1.0,8.0,0.24000000000000005,1.0,0.5152596016494329,34.1
10.0,1.0,8.0,0.25000000000000006,1.0,0.522104710629952,34.0
10.0,1.0,8.0,0.26000000000000006,1.0,0.5294809642391828,34.0
10.0,1.0,8.0,0.27,1.0,0.5423977341241745,34.5
10.0,1.0,8.0,0.28,1.0,0.5486134868062224,34.5
10.0,1.0,8.0,0.29000000000000004,1.0,0.5594469828592165,34.8
10.0,1.0,8.0,0.30000000000000004,1.0,0.564982970543966,35.0
10.0,1.0,8.0,0.31000000000000005,1.0,0.5742662796069398,35.4
10.0,1.0,8.0,0.32000000000000006,1.0,0.5809297933939102,35.4
10.0,1.0,8.0,0.33,1.0,0.5891929520959491,35.8
10.0,1.0,8.0,0.34,1.0,0.5946547721632887,35.9
10.0,1.0,8.0,0.35000000000000003,1.0,0.5975460024646103,36.0
10.0,1.0,8.0,0.36000000000000004,1.0,0.5995946828308812,36.0
10.0,1.0,8.0,0.37000000000000005,1.0,0.6090264067417794,35.9
10.0,1.0,8.0,0.38000000000000006,1.0,0.6138127317479938,36.0
10.0,1.0,8.0,0.39000000000000007,1.0,0.6173798554725183,35.9
10.0,1.0,8.0,0.4000000000000001,1.0,0.6211663811326888,36.0
10.0,1.0,8.0,0.4100000000000001,1.0,0.6263556044393844,36.0
10.0,1.0,8.0,0.42000000000000004,1.0,0.6275563830037437,36.0
10.0,1.0,8.0,0.43000000000000005,1.0,0.6346245162569175,36.0
10.0,1.0,8.0,0.44000000000000006,1.0,0.6344528900534958,36.0
10.0,1.0,8.0,0.45000000000000007,1.0,0.6380226625529192,36.0
10.0,1.0,8.0,0.4600000000000001,1.0,0.645850624967508,36.0
10.0,1.0,8.0,0.4700000000000001,1.0,0.6434010627214617,36.0
10.0,1.0,8.0,0.4800000000000001,1.0,0.6502136364365648,36.0
10.0,1.0,8.0,0.49000000000000005,1.0,0.6479887056546229,36.0
10.0,1.0,8.0,0.5000000000000001,1.0,0.6522915585089775,36.0
10.0,1.0,10.0,0.05,1.0,0.41234122265002326,38.1
10.0,1.0,10.0,0.060000000000000005,1.0,0.4523224567074145,40.1
10.0,1.0,10.0,0.07,1.0,0.4867483185658289,42.0
10.0,1.0,10.0,0.08000000000000002,1.0,0.514150928850695,44.0
10.0,1.0,10.0,0.09000000000000001,1.0,0.45456343016980555,44.0
10.0,1.0,10.0,0.1,1.0,0.42585750659453064,44.6
10.0,1.0,10.0,0.11000000000000001,1.0,0.44921153649908574,45.8
10.0,1.0,10.0,0.12000000000000001,1.0,0.460302140336038,46.0
10.0,1.0,10.0,0.13,1.0,0.4698240787386638,46.0
10.0,1.0,10.0,0.14,1.0,0.48164755560429506,46.0
10.0,1.0,10.0,0.15000000000000002,1.0,0.4920257262780245,46.0
10.0,1.0,10.0,0.16000000000000003,1.0,0.5097753490537217,46.0
10.0,1.0,10.0,0.17000000000000004,1.0,0.5272765422371062,46.7
10.0,1.0,10.0,0.18000000000000005,1.0,0.5466105767336997,46.7
10.0,1.0,10.0,0.19,1.0,0.5613897298921641,47.4
10.0,1.0,10.0,0.2,1.0,0.5733389325463227,47.9
10.0,1.0,10.0,0.21000000000000002,1.0,0.5834878563198025,47.9
10.0,1.0,10.0,0.22000000000000003,1.0,0.5923254821598279,48.0
10.0,1.0,10.0,0.23000000000000004,1.0,0.6016667287677298,48.0
10.0,1.0,10.0,0.24000000000000005,1.0,0.6077932788337492,48.0
10.0,1.0,10.0,0.25000000000000006,1.0,0.6144995307941805,48.0
10.0,1.0,10.0,0.26000000000000006,1.0,0.6215933361522816,48.0
10.0,1.0,10.0,0.27,1.0,0.6272243256777313,48.0
10.0,1.0,10.0,0.28,1.0,0.6339007505946779,48.0
10.0,1.0,10.0,0.29000000000000004,1.0,0.6362433367580709,48.0
10.0,1.0,10.0,0.30000000000000004,1.0,0.6427911560863369,48.0
10.0,1.0,10.0,0.31000000000000005,1.0,0.6483334385994778,48.0
10.0,1.0,10.0,0.32000000000000006,1.0,0.6526104901734155,48.0
10.0,1.0,10.0,0.33,1.0,0.6567116406031781,48.0
10.0,1.0,10.0,0.34,1.0,0.6597562597539783,48.0
10.0,1.0,10.0,0.35000000000000003,1.0,0.6655768996071616,48.0
10.0,1.0,10.0,0.36000000000000004,1.0,0.6660369514907725,48.0
10.0,1.0,10.0,0.37000000000000005,1.0,0.6686361886532368,48.0
10.0,1.0,10.0,0.38000000000000006,1.0,0.6711735124493301,48.0
10.0,1.0,10.0,0.39000000000000007,1.0,0.6754659958225261,48.0
10.0,1.0,10.0,0.4000000000000001,1.0,0.676919692545277,48.0
10.0,1.0,10.0,0.4100000000000001,1.0,0.6789334181742953,48.0
10.0,1.0,10.0,0.42000000000000004,1.0,0.6806465056615194,48.0
10.0,1.0,10.0,0.43000000000000005,1.0,0.6851478442431738,48.0
10.0,1.0,10.0,0.44000000000000006,1.0,0.6867842152890447,48.0
10.0,1.0,10.0,0.45000000000000007,1.0,0.6902204671114786,48.0
10.0,1.0,10.0,0.4600000000000001,1.0,0.6898737019229425,48.0
10.0,1.0,10.0,0.4700000000000001,1.0,0.6920917250268259,48.0
10.0,1.0,10.0,0.4800000000000001,1.0,0.6943536469345049,48.0
10.0,1.0,10.0,0.49000000000000005,1.0,0.6974118750158985,48.0
10.0,1.0,10.0,0.5000000000000001,1.0,0.6988430720721716,48.0
